Block_ID,X,Y,Z,Rock_Type,Ore_Grade (%),Tonnage,Ore_Value (¥/tonne),Mining_Cost (¥),Processing_Cost (¥),Waste_Flag,Profit (¥),Target
B56665,361,149,25,Magnetite,60.67,2391,298.0,60,35,0,485373.0,1
B56666,448,265,83,Hematite,56.35,2900,279.28,45,27,0,601111.9999999999,1
B56667,412,387,7,Magnetite,63.82,1032,263.9,49,37,0,183592.8,1
B56668,76,134,37,Waste,0.0,1100,0.0,37,21,1,-63800.0,0
B56669,259,190,80,Hematite,58.05,2743,265.25,45,35,0,508140.75,1
B56670,120,241,82,Hematite,63.91,1652,265.97,58,29,0,295658.44000000006,1
B56671,395,86,63,Hematite,61.35,2669,333.66,41,29,0,703708.54,1
B56672,183,194,57,Waste,0.0,2911,0.0,68,25,1,-270723.0,0
B56673,47,87,58,Waste,0.0,2535,0.0,62,39,1,-256035.0,0
B56674,146,366,33,Hematite,57.5,2333,279.45,62,29,0,439653.85,1
B56675,281,484,91,Hematite,50.12,2696,258.78,49,34,0,473902.87999999995,1
B56676,363,413,31,Waste,0.0,1850,0.0,67,31,1,-181300.0,0
B56677,293,360,43,Hematite,59.16,1753,330.61,54,23,0,444578.33,1
B56678,79,115,86,Hematite,64.08,2278,256.56,30,20,0,470543.68,1
B56679,235,331,84,Hematite,61.91,1337,290.36,69,39,0,243815.32,1
B56680,408,276,10,Waste,0.0,2459,0.0,44,34,1,-191802.0,0
B56681,439,431,75,Magnetite,53.69,1861,313.77,56,25,0,433184.97,1
B56682,457,490,32,Hematite,58.15,1897,276.45,32,33,0,401120.64999999997,1
B56683,228,272,2,Hematite,51.96,2834,257.35,52,34,0,485605.9000000001,1
B56684,283,450,25,Magnetite,51.19,2899,304.81,39,34,0,672017.1900000001,1
B56685,60,462,22,Hematite,63.29,2968,337.7,44,25,0,797501.6,1
B56686,219,355,56,Hematite,63.43,2204,341.82,39,36,0,588071.28,1
B56687,344,479,83,Magnetite,59.37,2603,312.74,41,23,0,647470.22,1
B56688,88,8,37,Magnetite,57.64,2018,334.8,53,37,0,494006.4,1
B56689,434,423,68,Magnetite,51.23,1471,345.05,44,35,0,391359.55,1
B56690,395,241,65,Magnetite,56.64,2798,297.59,59,24,0,600422.82,1
B56691,263,383,23,Hematite,56.14,2071,253.11,45,36,0,356439.81000000006,1
B56692,227,213,47,Hematite,50.03,2112,336.98,32,34,0,572309.76,1
B56693,377,483,52,Magnetite,64.63,1625,318.63,58,34,0,368273.75,1
B56694,102,223,47,Magnetite,61.52,2140,349.05,30,28,0,622847.0,1
B56695,441,186,34,Hematite,54.1,2874,341.71,60,30,0,723414.5399999999,1
B56696,87,324,26,Waste,0.0,1631,0.0,46,33,1,-128849.0,0
B56697,22,121,91,Magnetite,60.52,2919,261.41,46,34,0,529535.79,1
B56698,292,424,18,Magnetite,53.84,2441,324.71,58,22,0,597337.11,1
B56699,266,495,66,Magnetite,56.74,2374,290.25,46,28,0,513377.5,1
B56700,16,195,77,Magnetite,63.83,2748,349.14,46,23,0,769824.72,1
B56701,475,431,94,Hematite,52.95,2863,280.51,42,23,0,617005.13,1
B56702,439,188,52,Hematite,59.07,2622,315.51,52,35,0,599153.22,1
B56703,436,260,55,Hematite,56.81,1651,344.42,69,39,0,390329.42000000004,1
B56704,450,6,99,Hematite,56.93,2999,303.68,64,22,0,652822.3200000001,1
B56705,385,458,5,Waste,0.0,2543,0.0,42,26,1,-172924.0,0
B56706,498,358,85,Hematite,64.54,1876,345.53,45,34,0,500010.27999999997,1
B56707,284,389,24,Waste,0.0,2541,0.0,30,22,1,-132132.0,0
B56708,312,156,28,Waste,0.0,2957,0.0,62,32,1,-277958.0,0
B56709,161,434,24,Magnetite,62.86,2356,288.38,31,20,0,559267.28,1
B56710,77,464,1,Waste,0.0,1862,0.0,45,25,1,-130340.0,0
B56711,121,27,44,Magnetite,62.39,2247,283.68,66,28,0,426210.96,1
B56712,480,312,61,Hematite,54.81,1527,330.35,55,21,0,388392.45,1
B56713,111,318,34,Hematite,62.7,1586,290.32,60,36,0,308191.51999999996,1
B56714,238,421,82,Magnetite,50.32,2432,324.87,54,33,0,578499.84,1
B56715,209,210,68,Waste,0.0,1731,0.0,48,31,1,-136749.0,0
B56716,348,48,32,Magnetite,56.73,2333,322.79,64,29,0,536100.0700000001,1
B56717,1,491,26,Hematite,52.48,1475,330.52,60,37,0,344442.0,1
B56718,379,267,17,Hematite,63.52,2890,343.52,41,24,0,804922.7999999999,1
B56719,202,172,68,Magnetite,63.94,1297,304.09,39,31,0,303614.73,1
B56720,286,357,71,Hematite,56.17,2449,341.82,58,27,0,628952.1799999999,1
B56721,116,210,40,Magnetite,50.57,2554,296.75,42,24,0,589335.5,1
B56722,368,480,18,Hematite,50.91,1636,314.65,43,38,0,382251.39999999997,1
B56723,460,300,10,Magnetite,55.71,1156,341.6,45,21,0,318593.60000000003,1
B56724,299,388,97,Hematite,59.71,1690,272.33,33,21,0,368977.69999999995,1
B56725,382,64,15,Waste,0.0,2136,0.0,42,28,1,-149520.0,0
B56726,345,418,17,Magnetite,58.33,2781,279.34,55,27,0,548802.5399999999,1
B56727,439,162,33,Magnetite,61.14,2987,256.83,69,38,0,447542.20999999996,1
B56728,481,366,60,Magnetite,57.8,2463,315.92,45,25,0,605700.9600000001,1
B56729,437,110,75,Magnetite,64.32,2090,325.2,35,22,0,560538.0,1
B56730,436,158,11,Hematite,64.71,2957,294.69,67,28,0,590483.33,1
B56731,113,245,25,Magnetite,55.57,2922,347.18,64,34,0,728103.96,1
B56732,73,291,92,Hematite,53.95,1459,269.01,55,27,0,272847.58999999997,1
B56733,459,423,72,Magnetite,60.55,2278,318.93,60,32,0,516946.54000000004,1
B56734,240,98,29,Magnetite,52.31,2526,252.13,43,24,0,467638.38,1
B56735,469,423,62,Magnetite,61.0,2318,271.11,52,29,0,440674.98000000004,1
B56736,301,188,53,Magnetite,56.9,2233,276.8,57,39,0,403726.4,1
B56737,53,11,10,Hematite,60.6,2985,301.03,30,34,0,707534.5499999999,1
B56738,158,246,74,Hematite,56.81,1464,292.06,44,31,0,317775.84,1
B56739,466,209,31,Hematite,51.99,2057,329.29,53,31,0,504561.53,1
B56740,108,219,57,Magnetite,54.81,1387,292.09,41,34,0,301103.82999999996,1
B56741,279,268,43,Waste,0.0,1012,0.0,65,22,1,-88044.0,0
B56742,152,413,83,Hematite,61.27,1073,321.69,45,25,0,270063.37,1
B56743,162,39,47,Hematite,60.39,1709,303.94,40,39,0,384422.46,1
B56744,56,400,58,Magnetite,55.78,1212,311.99,45,38,0,277535.88,1
B56745,327,72,99,Hematite,51.83,1461,338.97,35,34,0,394426.17000000004,1
B56746,324,358,14,Hematite,51.94,2379,287.43,47,39,0,479201.97000000003,1
B56747,213,405,45,Magnetite,56.31,2606,320.93,55,20,0,640893.5800000001,1
B56748,27,55,1,Magnetite,51.32,2311,291.16,60,23,0,481057.76000000007,1
B56749,203,317,48,Hematite,53.6,1608,302.93,43,30,0,369727.44,1
B56750,32,56,94,Waste,0.0,1887,0.0,69,31,1,-188700.0,0
B56751,308,142,4,Magnetite,51.47,2625,292.79,65,21,0,542823.75,1
B56752,121,348,24,Hematite,56.1,2727,325.44,67,39,0,598412.88,1
B56753,15,375,98,Magnetite,61.71,2199,273.56,36,28,0,460822.44,1
B56754,153,53,47,Waste,0.0,2663,0.0,40,34,1,-197062.0,0
B56755,395,143,91,Hematite,58.47,2006,346.04,50,24,0,545712.24,1
B56756,342,211,74,Magnetite,50.86,2671,281.63,61,33,0,501159.73,1
B56757,496,472,48,Magnetite,53.62,2102,315.75,46,29,0,506056.5,1
B56758,217,231,52,Magnetite,55.81,1158,256.35,45,26,0,214635.30000000002,1
B56759,104,407,64,Magnetite,58.71,2982,317.67,52,38,0,678911.9400000001,1
B56760,76,79,37,Hematite,62.13,1229,273.37,65,28,0,221674.73,1
B56761,86,370,82,Hematite,52.52,2937,271.16,54,29,0,552625.92,1
B56762,30,207,49,Hematite,62.47,2665,339.24,34,24,0,749504.6,1
B56763,99,377,90,Waste,0.0,2285,0.0,49,34,1,-189655.0,0
B56764,154,408,82,Waste,0.0,1596,0.0,31,37,1,-108528.0,0
B56765,291,126,2,Magnetite,60.25,2692,266.92,58,35,0,468192.64,1
B56766,314,429,3,Waste,0.0,1135,0.0,36,34,1,-79450.0,0
B56767,494,182,67,Waste,0.0,2342,0.0,32,28,1,-140520.0,0
B56768,105,367,78,Magnetite,60.22,2741,303.06,44,21,0,652522.46,1
B56769,470,384,29,Hematite,59.34,2292,276.22,53,33,0,435984.24000000005,1
B56770,229,433,0,Magnetite,62.15,1644,303.47,69,25,0,344368.68000000005,1
B56771,2,122,96,Magnetite,57.85,1289,337.17,64,31,0,312157.13,1
B56772,221,177,71,Magnetite,51.05,2988,287.88,65,29,0,579313.44,1
B56773,120,416,21,Magnetite,61.94,1574,294.2,48,25,0,348168.8,1
B56774,159,240,68,Magnetite,53.44,2101,266.55,39,36,0,402446.55000000005,1
B56775,270,115,16,Waste,0.0,2871,0.0,61,36,1,-278487.0,0
B56776,485,326,31,Waste,0.0,2938,0.0,43,35,1,-229164.0,0
B56777,330,229,72,Hematite,51.86,1392,280.7,57,25,0,276590.39999999997,1
B56778,193,492,52,Magnetite,55.52,1613,312.5,32,27,0,408895.5,1
B56779,217,347,50,Magnetite,64.98,2598,347.09,40,31,0,717281.82,1
B56780,190,486,76,Hematite,64.71,1759,339.07,41,38,0,457463.13,1
B56781,251,155,14,Magnetite,62.76,1094,337.35,68,38,0,253096.90000000002,1
B56782,225,159,84,Hematite,51.09,1485,251.85,30,28,0,287867.25,1
B56783,0,87,62,Hematite,59.21,2965,341.51,57,32,0,748692.15,1
B56784,458,7,14,Hematite,64.44,2754,273.24,51,29,0,532182.9600000001,1
B56785,132,299,15,Magnetite,64.71,1215,343.32,46,23,0,333298.8,1
B56786,89,95,1,Hematite,62.4,2821,348.42,61,29,0,729002.8200000001,1
B56787,5,27,25,Magnetite,53.85,2233,294.25,67,34,0,431527.25,1
B56788,482,123,52,Waste,0.0,2086,0.0,49,23,1,-150192.0,0
B56789,243,367,86,Magnetite,55.52,1568,262.07,60,30,0,269805.76,1
B56790,132,194,32,Magnetite,61.09,1285,264.64,35,24,0,264247.39999999997,1
B56791,115,134,38,Magnetite,50.7,2806,316.96,57,24,0,662103.7599999999,1
B56792,72,133,45,Hematite,54.86,1981,341.54,39,21,0,557730.74,1
B56793,155,476,78,Waste,0.0,1918,0.0,39,34,1,-140014.0,0
B56794,210,44,84,Magnetite,64.67,2320,315.21,37,26,0,585127.2,1
B56795,68,13,67,Magnetite,56.5,1289,310.97,45,32,0,301587.33,1
B56796,470,172,68,Magnetite,61.16,1095,311.86,57,29,0,247316.7,1
B56797,491,186,96,Hematite,57.32,1084,276.59,42,30,0,221775.55999999997,1
B56798,299,423,91,Magnetite,52.09,1646,250.86,33,27,0,314155.56,1
B56799,143,82,7,Waste,0.0,2952,0.0,68,34,1,-301104.0,0
B56800,198,173,21,Magnetite,58.13,1263,286.67,42,37,0,262287.21,1
B56801,205,314,72,Waste,0.0,2157,0.0,65,25,1,-194130.0,0
B56802,405,344,15,Hematite,60.93,1160,347.19,49,29,0,312260.4,1
B56803,200,292,32,Hematite,57.62,1169,283.22,66,26,0,223536.18000000002,1
B56804,238,81,58,Magnetite,58.94,2865,289.76,30,32,0,652532.4,1
B56805,406,451,52,Magnetite,62.74,1707,307.07,49,33,0,384194.49,1
B56806,426,64,4,Hematite,53.47,1831,318.71,41,25,0,462712.00999999995,1
B56807,67,352,75,Hematite,60.92,1157,318.61,67,21,0,266815.77,1
B56808,170,411,55,Hematite,64.13,1612,253.71,31,30,0,310648.52,1
B56809,409,40,21,Hematite,64.0,2304,297.85,46,32,0,506534.4,1
B56810,296,338,2,Hematite,56.3,1727,319.49,52,39,0,394602.23000000004,1
B56811,69,96,61,Waste,0.0,1955,0.0,49,24,1,-142715.0,0
B56812,286,270,53,Magnetite,52.29,1022,280.97,66,25,0,194149.34000000003,1
B56813,16,236,2,Hematite,58.41,1862,294.1,30,30,0,435894.20000000007,1
B56814,136,342,70,Magnetite,53.89,1899,266.4,42,38,0,353973.6,1
B56815,218,476,11,Hematite,53.43,2128,272.52,57,30,0,394786.55999999994,1
B56816,310,166,74,Waste,0.0,1707,0.0,59,28,1,-148509.0,0
B56817,5,461,64,Magnetite,64.19,1467,267.39,31,23,0,313043.13,1
B56818,197,477,68,Hematite,60.22,2141,331.48,56,26,0,534136.68,1
B56819,447,193,63,Hematite,52.0,2331,345.81,36,28,0,656899.11,1
B56820,131,332,22,Magnetite,60.9,1453,317.27,65,20,0,337488.31,1
B56821,499,487,51,Hematite,59.39,1436,284.09,69,30,0,265789.24,1
B56822,362,283,82,Waste,0.0,2130,0.0,47,26,1,-155490.0,0
B56823,450,414,7,Hematite,50.84,1946,333.63,68,34,0,450751.98,1
B56824,343,139,76,Magnetite,57.12,1142,330.6,54,39,0,271339.2,1
B56825,183,268,45,Magnetite,62.27,1542,330.35,55,35,0,370619.7,1
B56826,17,2,12,Magnetite,52.54,2557,274.5,37,28,0,535691.5,1
B56827,415,62,23,Hematite,61.77,2966,337.39,51,36,0,742656.74,1
B56828,495,28,42,Hematite,53.64,2966,253.77,34,33,0,553959.8200000001,1
B56829,212,370,52,Magnetite,52.22,2765,301.97,30,27,0,677342.05,1
B56830,47,63,74,Hematite,54.5,1563,259.75,50,31,0,279386.25,1
B56831,28,93,95,Magnetite,56.46,2773,274.03,36,34,0,565775.19,1
B56832,415,331,91,Waste,0.0,1390,0.0,53,28,1,-112590.0,0
B56833,152,340,2,Waste,0.0,1731,0.0,42,32,1,-128094.0,0
B56834,331,125,27,Magnetite,53.24,1557,309.64,40,23,0,384018.48,1
B56835,237,321,38,Magnetite,61.39,2970,317.06,43,28,0,730798.2,1
B56836,318,371,18,Magnetite,54.53,1554,301.2,62,23,0,335974.8,1
B56837,264,177,78,Hematite,59.15,1081,310.82,30,31,0,270055.42,1
B56838,198,207,5,Hematite,50.47,2799,341.4,43,36,0,734457.6,1
B56839,13,351,88,Magnetite,50.87,2524,343.01,61,31,0,633549.24,1
B56840,275,219,29,Waste,0.0,1143,0.0,33,31,1,-73152.0,0
B56841,467,456,58,Hematite,51.53,1082,260.18,57,31,0,186298.76,1
B56842,9,144,4,Hematite,63.43,2863,325.1,50,26,0,713173.3,1
B56843,138,120,41,Magnetite,62.7,1845,300.26,52,35,0,393464.7,1
B56844,166,55,59,Waste,0.0,1922,0.0,45,35,1,-153760.0,0
B56845,146,113,1,Hematite,60.87,1892,274.26,52,28,0,367539.92,1
B56846,402,210,54,Magnetite,62.66,2443,274.68,41,30,0,497590.24,1
B56847,244,6,22,Hematite,61.55,1258,296.0,61,25,0,264180.0,1
B56848,426,419,84,Magnetite,63.86,1017,256.63,44,23,0,192853.71,1
B56849,444,295,55,Magnetite,57.44,2837,266.26,39,28,0,565300.62,1
B56850,69,256,4,Hematite,56.81,2539,322.27,41,21,0,660825.5299999999,1
B56851,327,169,42,Waste,0.0,2063,0.0,68,26,1,-193922.0,0
B56852,320,163,94,Hematite,57.97,2660,305.76,58,26,0,589881.6,1
B56853,406,368,59,Hematite,59.38,1238,294.82,45,32,0,269661.16,1
B56854,103,294,89,Waste,0.0,1266,0.0,31,39,1,-88620.0,0
B56855,228,376,13,Hematite,58.7,2054,330.0,45,29,0,525824.0,1
B56856,315,128,33,Hematite,55.67,2670,266.67,58,34,0,466368.9,1
B56857,137,239,25,Hematite,55.99,2557,318.03,66,37,0,549831.71,1
B56858,318,215,42,Magnetite,57.05,2744,333.23,41,22,0,741511.12,1
B56859,385,190,40,Hematite,62.58,1470,271.83,66,33,0,254060.09999999998,1
B56860,35,73,9,Magnetite,62.97,2571,285.38,47,26,0,546028.98,1
B56861,117,330,36,Magnetite,52.64,1044,250.34,69,22,0,166350.96,1
B56862,254,357,80,Waste,0.0,1248,0.0,56,36,1,-114816.0,0
B56863,312,341,19,Hematite,54.47,2342,304.68,61,27,0,507464.56,1
B56864,449,311,69,Hematite,58.28,1757,319.58,32,32,0,449054.06,1
B56865,334,414,79,Hematite,53.4,2585,323.71,62,21,0,622235.35,1
B56866,19,256,39,Magnetite,59.61,2999,349.38,68,31,0,750889.62,1
B56867,297,40,94,Hematite,56.25,1983,250.78,34,24,0,382282.74,1
B56868,20,138,99,Magnetite,62.49,1591,300.88,46,26,0,364148.08,1
B56869,477,261,1,Magnetite,56.73,1457,325.05,47,28,0,364322.85000000003,1
B56870,255,434,96,Hematite,57.82,1142,346.36,47,22,0,316745.12,1
B56871,247,191,10,Hematite,50.51,2826,311.26,64,22,0,636584.76,1
B56872,471,236,33,Magnetite,56.61,1666,331.45,68,37,0,377265.69999999995,1
B56873,449,208,39,Hematite,57.4,1951,267.49,63,38,0,324821.99,1
B56874,165,77,13,Hematite,50.38,1005,262.89,33,22,0,208929.44999999998,1
B56875,469,351,12,Waste,0.0,1885,0.0,58,34,1,-173420.0,0
B56876,348,403,41,Waste,0.0,1771,0.0,55,34,1,-157619.0,0
B56877,254,372,87,Waste,0.0,2191,0.0,43,25,1,-148988.0,0
B56878,77,259,12,Magnetite,58.44,2803,251.49,58,29,0,461065.47000000003,1
B56879,452,250,7,Magnetite,62.6,1152,276.84,55,20,0,232519.67999999996,1
B56880,279,422,97,Magnetite,50.81,2392,273.21,35,34,0,488470.31999999995,1
B56881,281,46,77,Magnetite,50.13,1366,312.23,31,21,0,355474.18000000005,1
B56882,385,405,81,Magnetite,51.76,1809,262.7,31,25,0,373920.3,1
B56883,429,348,93,Hematite,59.24,1072,260.72,48,39,0,186227.84000000003,1
B56884,364,297,26,Magnetite,60.92,1141,297.28,55,36,0,235365.47999999998,1
B56885,33,100,62,Waste,0.0,1741,0.0,38,35,1,-127093.0,0
B56886,445,460,59,Hematite,58.68,2294,277.45,41,33,0,466714.3,1
B56887,470,462,39,Waste,0.0,2208,0.0,32,38,1,-154560.0,0
B56888,424,290,29,Magnetite,64.21,1069,267.01,44,28,0,208465.69,1
B56889,98,152,68,Waste,0.0,2953,0.0,33,29,1,-183086.0,0
B56890,142,114,59,Magnetite,57.85,2060,286.3,51,24,0,435278.0,1
B56891,54,386,84,Magnetite,57.17,2268,302.09,30,20,0,571740.12,1
B56892,2,306,78,Waste,0.0,1304,0.0,30,37,1,-87368.0,0
B56893,331,267,47,Waste,0.0,1162,0.0,33,38,1,-82502.0,0
B56894,421,141,54,Hematite,51.98,2193,316.63,43,20,0,556210.59,1
B56895,434,423,15,Hematite,60.27,2643,301.5,31,26,0,646213.5,1
B56896,400,287,0,Magnetite,56.78,1762,295.78,34,36,0,397824.3599999999,1
B56897,485,305,16,Magnetite,53.41,1338,259.23,64,37,0,211711.74000000002,1
B56898,218,67,93,Magnetite,50.52,1851,270.14,61,25,0,340843.13999999996,1
B56899,210,284,71,Magnetite,64.16,1065,342.97,47,27,0,286453.05000000005,1
B56900,304,30,73,Hematite,58.46,1977,287.33,67,21,0,394075.41,1
B56901,495,479,82,Magnetite,57.88,2043,267.21,47,34,0,380427.02999999997,1
B56902,148,23,18,Magnetite,60.41,1854,316.84,51,23,0,450225.3599999999,1
B56903,231,10,58,Waste,0.0,1718,0.0,49,28,1,-132286.0,0
B56904,87,126,19,Hematite,63.28,2149,348.86,49,34,0,571333.14,1
B56905,407,285,10,Magnetite,62.81,2617,323.29,30,35,0,675944.93,1
B56906,210,496,95,Magnetite,54.22,1155,328.84,34,26,0,310510.19999999995,1
B56907,222,274,31,Waste,0.0,2842,0.0,44,28,1,-204624.0,0
B56908,295,163,75,Waste,0.0,1821,0.0,38,32,1,-127470.0,0
B56909,147,261,12,Magnetite,64.17,2437,315.86,44,34,0,579664.8200000001,1
B56910,206,129,21,Waste,0.0,2332,0.0,30,21,1,-118932.0,0
B56911,359,230,51,Magnetite,60.34,2247,271.86,49,33,0,426615.42000000004,1
B56912,418,379,46,Hematite,64.66,2379,303.13,39,25,0,568890.27,1
B56913,431,274,50,Hematite,63.68,1311,316.55,63,32,0,290452.05,1
B56914,226,429,55,Magnetite,57.35,2967,313.05,39,22,0,747832.35,1
B56915,416,239,28,Magnetite,51.6,1335,262.04,52,28,0,243023.40000000002,1
B56916,359,39,35,Hematite,61.88,2973,288.37,36,39,0,634349.01,1
B56917,183,145,68,Magnetite,56.86,2621,311.55,59,31,0,580682.55,1
B56918,40,360,24,Magnetite,61.94,1216,296.45,41,33,0,270499.2,1
B56919,181,291,67,Hematite,61.14,2505,291.0,47,21,0,558615.0,1
B56920,43,429,99,Hematite,53.88,2338,339.88,62,37,0,563177.44,1
B56921,209,311,88,Magnetite,60.01,2969,320.49,40,27,0,752611.81,1
B56922,336,307,12,Hematite,62.56,2332,294.36,41,29,0,523207.52,1
B56923,455,309,66,Magnetite,54.47,1232,265.06,35,28,0,248937.92,1
B56924,249,311,72,Waste,0.0,2035,0.0,63,35,1,-199430.0,0
B56925,83,372,45,Hematite,64.97,2553,323.61,44,28,0,642360.3300000001,1
B56926,138,117,87,Waste,0.0,2623,0.0,52,27,1,-207217.0,0
B56927,477,113,99,Magnetite,55.26,1252,303.63,56,38,0,262456.76,1
B56928,474,19,39,Magnetite,57.54,2301,274.78,49,29,0,452790.7799999999,1
B56929,230,228,98,Waste,0.0,1789,0.0,35,30,1,-116285.0,0
B56930,397,0,67,Hematite,60.84,2172,277.01,47,22,0,451797.72,1
B56931,425,278,71,Magnetite,50.07,2791,303.42,61,30,0,592864.2200000001,1
B56932,462,293,73,Hematite,64.12,1633,329.3,43,38,0,405473.9,1
B56933,11,19,38,Hematite,58.05,1372,274.92,61,32,0,249594.24000000002,1
B56934,467,259,99,Magnetite,56.96,1473,342.89,45,39,0,381344.97,1
B56935,272,242,73,Magnetite,61.0,2008,319.51,34,36,0,501016.07999999996,1
B56936,487,379,27,Hematite,52.52,2464,304.66,45,37,0,548634.2400000001,1
B56937,89,496,0,Magnetite,64.89,2134,275.56,46,24,0,438665.04,1
B56938,461,101,87,Hematite,55.13,2221,263.16,61,28,0,386809.36000000004,1
B56939,24,196,76,Hematite,55.03,1070,269.57,54,35,0,193209.9,1
B56940,25,389,83,Waste,0.0,1768,0.0,50,25,1,-132600.0,0
B56941,430,190,41,Hematite,60.0,2310,338.39,55,31,0,583020.9,1
B56942,152,345,6,Hematite,63.98,1345,281.43,43,28,0,283028.35000000003,1
B56943,472,128,91,Waste,0.0,2738,0.0,58,34,1,-251896.0,0
B56944,59,127,12,Hematite,64.2,2811,289.27,51,30,0,585446.97,1
B56945,59,113,10,Waste,0.0,1881,0.0,68,22,1,-169290.0,0
B56946,282,446,6,Magnetite,63.66,2142,346.03,33,21,0,625528.2599999999,1
B56947,170,206,57,Magnetite,61.39,1322,255.5,34,34,0,247875.0,1
B56948,75,335,78,Waste,0.0,2562,0.0,61,34,1,-243390.0,0
B56949,275,342,96,Hematite,50.01,1859,326.28,31,24,0,504309.51999999996,1
B56950,446,104,52,Hematite,53.96,2355,257.81,62,25,0,402257.55,1
B56951,207,213,95,Hematite,54.2,2533,284.54,64,21,0,505434.82000000007,1
B56952,408,437,24,Hematite,57.52,1573,264.67,40,32,0,303069.91000000003,1
B56953,154,196,9,Magnetite,64.5,2659,283.55,32,38,0,567829.4500000001,1
B56954,179,170,84,Hematite,54.86,2944,303.84,53,20,0,679592.96,1
B56955,81,260,85,Magnetite,57.22,1029,296.75,47,28,0,228180.75,1
B56956,9,453,75,Hematite,62.72,2635,320.55,69,34,0,573244.25,1
B56957,242,321,91,Hematite,59.22,1566,312.97,50,28,0,367963.02,1
B56958,177,265,0,Hematite,51.39,1358,282.58,68,30,0,250659.63999999998,1
B56959,285,373,61,Hematite,64.48,1666,285.26,44,24,0,361955.16,1
B56960,256,163,41,Hematite,60.19,2730,255.07,31,31,0,527081.1,1
B56961,309,237,37,Waste,0.0,1466,0.0,53,28,1,-118746.0,0
B56962,3,162,49,Magnetite,53.82,1955,275.31,65,20,0,372056.05,1
B56963,214,428,21,Hematite,53.64,2589,253.17,46,35,0,445748.12999999995,1
B56964,390,22,66,Waste,0.0,2235,0.0,31,22,1,-118455.0,0
B56965,29,189,59,Waste,0.0,1045,0.0,34,22,1,-58520.0,0
B56966,345,302,4,Waste,0.0,1465,0.0,37,32,1,-101085.0,0
B56967,64,399,66,Magnetite,53.79,2482,279.95,30,22,0,565771.9,1
B56968,123,164,37,Hematite,62.51,1102,263.28,37,37,0,208586.55999999997,1
B56969,284,425,27,Hematite,58.23,2024,346.81,48,38,0,527879.4400000001,1
B56970,152,418,76,Waste,0.0,2901,0.0,40,30,1,-203070.0,0
B56971,39,239,17,Magnetite,64.91,2927,291.58,61,22,0,610513.6599999999,1
B56972,25,39,44,Waste,0.0,1110,0.0,38,28,1,-73260.0,0
B56973,272,15,79,Hematite,57.49,2227,346.68,62,39,0,547129.36,1
B56974,158,196,16,Magnetite,51.33,2267,263.42,66,25,0,390876.14,1
B56975,188,266,60,Hematite,55.33,1655,279.99,57,26,0,326018.45,1
B56976,263,50,2,Hematite,53.32,1893,331.04,57,35,0,452502.72000000003,1
B56977,68,220,78,Hematite,59.05,2476,271.73,58,23,0,472247.48000000004,1
B56978,0,367,16,Magnetite,51.87,2394,319.39,40,27,0,604221.6599999999,1
B56979,78,365,47,Magnetite,53.61,2702,339.18,64,35,0,648966.36,1
B56980,227,458,96,Magnetite,55.15,1938,277.73,47,27,0,394828.74000000005,1
B56981,326,237,3,Waste,0.0,2984,0.0,36,35,1,-211864.0,0
B56982,45,335,91,Hematite,51.52,1972,281.3,64,26,0,377243.60000000003,1
B56983,107,344,7,Waste,0.0,2832,0.0,62,27,1,-252048.0,0
B56984,474,433,30,Magnetite,54.16,2446,270.38,63,21,0,455885.48,1
B56985,354,322,32,Magnetite,50.51,1329,337.01,57,28,0,334921.29,1
B56986,123,194,1,Magnetite,56.56,2333,286.04,67,29,0,443363.32000000007,1
B56987,474,64,52,Waste,0.0,1932,0.0,55,20,1,-144900.0,0
B56988,147,11,3,Magnetite,58.55,1965,342.96,55,39,0,489206.39999999997,1
B56989,465,390,48,Hematite,57.45,2765,288.31,51,30,0,573212.15,1
B56990,423,426,69,Waste,0.0,2956,0.0,47,24,1,-209876.0,0
B56991,251,492,32,Waste,0.0,1219,0.0,67,25,1,-112148.0,0
B56992,1,301,25,Hematite,53.95,1127,282.58,38,33,0,238450.65999999997,1
B56993,221,351,50,Magnetite,50.7,2541,280.85,47,26,0,528146.8500000001,1
B56994,188,277,25,Hematite,63.23,2573,294.06,34,27,0,599663.38,1
B56995,485,331,0,Magnetite,51.47,1018,310.26,56,20,0,238476.68,1
B56996,477,389,11,Magnetite,56.74,1286,285.69,39,25,0,285093.34,1
B56997,70,37,39,Hematite,56.6,1558,339.9,38,27,0,428294.19999999995,1
B56998,358,166,55,Hematite,63.25,1564,337.33,43,35,0,405592.12,1
B56999,332,229,94,Magnetite,56.95,1937,349.33,46,33,0,523629.20999999996,1
B57000,96,443,28,Hematite,54.42,1717,310.83,30,33,0,425524.11,1
B57001,231,104,16,Magnetite,50.56,1441,301.15,67,27,0,298503.14999999997,1
B57002,29,84,9,Hematite,55.45,1563,302.22,33,30,0,373900.86000000004,1
B57003,29,189,3,Magnetite,57.59,2092,278.74,68,24,0,390660.08,1
B57004,214,91,1,Hematite,51.9,2367,328.29,55,30,0,575867.43,1
B57005,172,479,27,Hematite,58.35,2752,319.06,37,27,0,701925.12,1
B57006,279,154,38,Waste,0.0,1620,0.0,69,24,1,-150660.0,0
B57007,467,304,5,Waste,0.0,2920,0.0,39,33,1,-210240.0,0
B57008,475,368,96,Hematite,51.95,2863,265.86,58,29,0,512076.18000000005,1
B57009,439,14,17,Hematite,50.69,2465,253.77,59,23,0,423413.05000000005,1
